0,7107913.762298398
1,7877090.854314022
2,2583113.738180641
3,2252766.377730233
4,5270358.801816732
5,1743065.8669591183
6,4972605.00510694
7,5041139.718441135
8,29368095.654185496
9,1569900.8314762122
