0,108173.7631187407
1,114551.98118126465
2,27601.634773002792
3,27046.032970830922
4,102281.98742794528
5,23675.38565927251
6,100517.20015944511
7,103574.99956564154
8,563081.9193993041
9,23275.965437530293
