0,102147.09451609844
1,108466.03552971981
2,26688.21505715372
3,23991.859332267293
4,98824.99532275573
5,22833.75794882053
6,96628.15728365931
7,92417.90896117954
8,546942.1314418518
9,21626.53539786922
